key,value,date
DCIDITI,262.00,25/10/2013
DCIDITI,262.00,26/10/2013
DCIDITI,262.00,27/10/2013
DCIDITI,262.00,28/10/2013
DCIDITI,295.00,29/10/2013
DCIDITI,301.00,30/10/2013
DCIDITI,299.00,31/10/2013
DCIDITI,295.00,01/11/2013
DCIDITI,295.00,02/11/2013
DCIDITI,295.00,03/11/2013
DCIDITI,295.00,04/11/2013
DCIDITI,291.00,05/11/2013
DCIDITI,293.00,06/11/2013
DCIDITI,308.00,07/11/2013
DCIDITI,313.00,08/11/2013
DCIDITI,317.00,09/11/2013
DCIDITI,317.00,10/11/2013
DCIDITI,317.00,11/11/2013
DCIDITI,332.00,12/11/2013
DCIDITI,349.00,13/11/2013
DCIDITI,349.00,14/11/2013
DCIDITI,355.00,15/11/2013
DCIDITI,351.00,16/11/2013
DCIDITI,351.00,17/11/2013
DCIDITI,351.00,18/11/2013
DCIDITI,353.00,19/11/2013
DCIDITI,359.00,20/11/2013
DCIDITI,357.00,21/11/2013
DCIDITI,348.00,22/11/2013
DCIDITI,349.00,23/11/2013
DCIDITI,349.00,24/11/2013
DCIDITI,349.00,25/11/2013
DCIDITI,349.00,26/11/2013
DCIDITI,359.00,27/11/2013
DCIDITI,357.00,28/11/2013
DCIDITI,361.00,29/11/2013
DCIDITI,365.00,30/11/2013
DCIDITI,365.00,01/12/2013
DCIDITI,365.00,02/12/2013
DCIDITI,363.00,03/12/2013
DCIDITI,363.00,04/12/2013
DCIDITI,368.00,05/12/2013
DCIDITI,375.00,06/12/2013
DCIDITI,370.00,07/12/2013
DCIDITI,370.00,08/12/2013
DCIDITI,370.00,09/12/2013
DCIDITI,367.00,10/12/2013
DCIDITI,378.00,11/12/2013
DCIDITI,364.00,12/12/2013
DCIDITI,384.00,13/12/2013
DCIDITI,372.00,14/12/2013
DCIDITI,372.00,15/12/2013
DCIDITI,372.00,16/12/2013
DCIDITI,370.00,17/12/2013
DCIDITI,379.00,18/12/2013
DCIDITI,376.00,19/12/2013
DCIDITI,373.00,20/12/2013
DCIDITI,370.00,21/12/2013
DCIDITI,370.00,22/12/2013
DCIDITI,370.00,23/12/2013
DCIDITI,370.00,24/12/2013
DCIDITI,370.00,25/12/2013
DCIDITI,370.00,26/12/2013
DCIDITI,383.00,27/12/2013
DCIDITI,398.00,28/12/2013
DCIDITI,398.00,29/12/2013
DCIDITI,398.00,30/12/2013
DCIDITI,398.00,31/12/2013
DCIDITI,398.00,01/01/2014
DCIDITI,398.00,02/01/2014
DCIDITI,409.00,03/01/2014
DCIDITI,407.00,04/01/2014
DCIDITI,407.00,05/01/2014
DCIDITI,407.00,06/01/2014
DCIDITI,407.00,07/01/2014
DCIDITI,412.00,08/01/2014
DCIDITI,441.00,09/01/2014
DCIDITI,445.00,10/01/2014
DCIDITI,450.00,11/01/2014
DCIDITI,450.00,12/01/2014
DCIDITI,450.00,13/01/2014
DCIDITI,469.00,14/01/2014
DCIDITI,466.00,15/01/2014
DCIDITI,454.00,16/01/2014
DCIDITI,467.00,17/01/2014
DCIDITI,474.00,18/01/2014
DCIDITI,474.00,19/01/2014
DCIDITI,474.00,20/01/2014
DCIDITI,479.00,21/01/2014
DCIDITI,485.00,22/01/2014
DCIDITI,489.00,23/01/2014
DCIDITI,489.00,24/01/2014
DCIDITI,493.00,25/01/2014
DCIDITI,493.00,26/01/2014
DCIDITI,493.00,27/01/2014
DCIDITI,496.00,28/01/2014
DCIDITI,500.00,29/01/2014
DCIDITI,504.00,30/01/2014
DCIDITI,501.00,31/01/2014
DCIDITI,513.00,01/02/2014
DCIDITI,513.00,02/02/2014
DCIDITI,513.00,03/02/2014
DCIDITI,519.00,04/02/2014
DCIDITI,520.00,05/02/2014
DCIDITI,525.00,06/02/2014
DCIDITI,519.00,07/02/2014
DCIDITI,520.00,08/02/2014
DCIDITI,520.00,09/02/2014
DCIDITI,520.00,10/02/2014
DCIDITI,503.00,11/02/2014
DCIDITI,492.00,12/02/2014
DCIDITI,476.00,13/02/2014
DCIDITI,472.00,14/02/2014
DCIDITI,465.00,15/02/2014
DCIDITI,465.00,16/02/2014
DCIDITI,465.00,17/02/2014
DCIDITI,449.00,18/02/2014
DCIDITI,439.00,19/02/2014
DCIDITI,429.00,20/02/2014
DCIDITI,424.00,21/02/2014
DCIDITI,431.00,22/02/2014
DCIDITI,431.00,23/02/2014
DCIDITI,431.00,24/02/2014
DCIDITI,444.00,25/02/2014
DCIDITI,445.00,26/02/2014
DCIDITI,449.00,27/02/2014
DCIDITI,439.00,28/02/2014
DCIDITI,436.00,01/03/2014
DCIDITI,436.00,02/03/2014
DCIDITI,436.00,03/03/2014
DCIDITI,436.00,04/03/2014
DCIDITI,436.00,05/03/2014
DCIDITI,437.00,06/03/2014
DCIDITI,436.00,07/03/2014
DCIDITI,441.00,08/03/2014
DCIDITI,441.00,09/03/2014
DCIDITI,441.00,10/03/2014
DCIDITI,446.00,11/03/2014
DCIDITI,457.00,12/03/2014
DCIDITI,469.00,13/03/2014
DCIDITI,472.00,14/03/2014
DCIDITI,473.00,15/03/2014
DCIDITI,473.00,16/03/2014
DCIDITI,473.00,17/03/2014
DCIDITI,466.00,18/03/2014
DCIDITI,481.00,19/03/2014
DCIDITI,488.00,20/03/2014
DCIDITI,482.00,21/03/2014
DCIDITI,478.00,22/03/2014
DCIDITI,478.00,23/03/2014
DCIDITI,478.00,24/03/2014
DCIDITI,478.00,25/03/2014
DCIDITI,474.00,26/03/2014
DCIDITI,472.00,27/03/2014
DCIDITI,470.00,28/03/2014
DCIDITI,467.00,29/03/2014
DCIDITI,467.00,30/03/2014
DCIDITI,465.00,31/03/2014
DCIDITI,466.00,01/04/2014
DCIDITI,457.00,02/04/2014
DCIDITI,457.00,03/04/2014
DCIDITI,473.00,04/04/2014
DCIDITI,472.00,05/04/2014
DCIDITI,472.00,06/04/2014
DCIDITI,472.00,07/04/2014
DCIDITI,469.00,08/04/2014
DCIDITI,470.00,09/04/2014
DCIDITI,481.00,10/04/2014
DCIDITI,481.00,11/04/2014
DCIDITI,479.00,12/04/2014
DCIDITI,479.00,13/04/2014
DCIDITI,479.00,14/04/2014
DCIDITI,479.00,15/04/2014
DCIDITI,475.00,16/04/2014
DCIDITI,474.00,17/04/2014
DCIDITI,474.00,18/04/2014
DCIDITI,474.00,19/04/2014
DCIDITI,474.00,20/04/2014
DCIDITI,474.00,21/04/2014
DCIDITI,465.00,22/04/2014
DCIDITI,470.00,23/04/2014
DCIDITI,462.00,24/04/2014
DCIDITI,472.00,25/04/2014
DCIDITI,499.00,26/04/2014
DCIDITI,499.00,27/04/2014
DCIDITI,499.00,28/04/2014
DCIDITI,497.00,29/04/2014
DCIDITI,495.00,30/04/2014
DCIDITI,497.00,01/05/2014
DCIDITI,497.00,02/05/2014
DCIDITI,497.00,03/05/2014
DCIDITI,497.00,04/05/2014
DCIDITI,497.00,05/05/2014
DCIDITI,509.00,06/05/2014
DCIDITI,507.00,07/05/2014
DCIDITI,508.00,08/05/2014
DCIDITI,503.00,09/05/2014
DCIDITI,506.00,10/05/2014
DCIDITI,506.00,11/05/2014
DCIDITI,506.00,12/05/2014
DCIDITI,500.00,13/05/2014
DCIDITI,501.00,14/05/2014
DCIDITI,518.00,15/05/2014
DCIDITI,516.00,16/05/2014
DCIDITI,509.00,17/05/2014
DCIDITI,509.00,18/05/2014
DCIDITI,509.00,19/05/2014
DCIDITI,510.00,20/05/2014
DCIDITI,502.00,21/05/2014
DCIDITI,499.00,22/05/2014
DCIDITI,495.00,23/05/2014
DCIDITI,492.00,24/05/2014
DCIDITI,492.00,25/05/2014
DCIDITI,492.00,26/05/2014
DCIDITI,506.00,27/05/2014
DCIDITI,505.00,28/05/2014
DCIDITI,504.00,29/05/2014
DCIDITI,517.00,30/05/2014
DCIDITI,524.00,31/05/2014
DCIDITI,524.00,01/06/2014
DCIDITI,524.00,02/06/2014
DCIDITI,531.00,03/06/2014
DCIDITI,538.00,04/06/2014
DCIDITI,532.00,05/06/2014
DCIDITI,535.00,06/06/2014
DCIDITI,530.00,07/06/2014
DCIDITI,530.00,08/06/2014
DCIDITI,530.00,09/06/2014
DCIDITI,542.00,10/06/2014
DCIDITI,537.00,11/06/2014
DCIDITI,535.00,12/06/2014
DCIDITI,536.00,13/06/2014
DCIDITI,539.00,14/06/2014
DCIDITI,539.00,15/06/2014
DCIDITI,539.00,16/06/2014
DCIDITI,540.00,17/06/2014
DCIDITI,533.00,18/06/2014
DCIDITI,529.00,19/06/2014
DCIDITI,525.00,20/06/2014
DCIDITI,525.00,21/06/2014
DCIDITI,525.00,22/06/2014
DCIDITI,525.00,23/06/2014
DCIDITI,518.00,24/06/2014
DCIDITI,517.00,25/06/2014
DCIDITI,517.00,26/06/2014
DCIDITI,517.00,27/06/2014
DCIDITI,514.00,28/06/2014
DCIDITI,514.00,29/06/2014
DCIDITI,514.00,30/06/2014
DCIDITI,515.00,01/07/2014
DCIDITI,513.00,02/07/2014
DCIDITI,512.00,03/07/2014
DCIDITI,511.00,04/07/2014
DCIDITI,511.00,05/07/2014
DCIDITI,511.00,06/07/2014
DCIDITI,511.00,07/07/2014
DCIDITI,517.00,08/07/2014
DCIDITI,514.00,09/07/2014
DCIDITI,514.00,10/07/2014
DCIDITI,516.00,11/07/2014
DCIDITI,519.00,12/07/2014
DCIDITI,519.00,13/07/2014
DCIDITI,519.00,14/07/2014
DCIDITI,517.00,15/07/2014
DCIDITI,517.00,16/07/2014
DCIDITI,515.00,17/07/2014
DCIDITI,520.00,18/07/2014
DCIDITI,521.00,19/07/2014
DCIDITI,521.00,20/07/2014
DCIDITI,521.00,21/07/2014
DCIDITI,522.00,22/07/2014
DCIDITI,527.00,23/07/2014
DCIDITI,526.00,24/07/2014
DCIDITI,531.00,25/07/2014
DCIDITI,528.00,26/07/2014
DCIDITI,528.00,27/07/2014
DCIDITI,528.00,28/07/2014
DCIDITI,528.00,29/07/2014
DCIDITI,529.00,30/07/2014
DCIDITI,527.00,31/07/2014
DCIDITI,515.00,01/08/2014
DCIDITI,516.00,02/08/2014
DCIDITI,516.00,03/08/2014
DCIDITI,516.00,04/08/2014
DCIDITI,528.00,05/08/2014
DCIDITI,534.00,06/08/2014
DCIDITI,527.00,07/08/2014
DCIDITI,533.00,08/08/2014
DCIDITI,536.00,09/08/2014
DCIDITI,536.00,10/08/2014
DCIDITI,536.00,11/08/2014
DCIDITI,532.00,12/08/2014
DCIDITI,531.00,13/08/2014
DCIDITI,538.00,14/08/2014
DCIDITI,541.00,15/08/2014
DCIDITI,549.00,16/08/2014
DCIDITI,549.00,17/08/2014
DCIDITI,549.00,18/08/2014
DCIDITI,549.00,19/08/2014
DCIDITI,544.00,20/08/2014
DCIDITI,542.00,21/08/2014
DCIDITI,544.00,22/08/2014
DCIDITI,546.00,23/08/2014
DCIDITI,546.00,24/08/2014
DCIDITI,546.00,25/08/2014
DCIDITI,544.00,26/08/2014
DCIDITI,544.00,27/08/2014
DCIDITI,536.00,28/08/2014
DCIDITI,536.00,29/08/2014
DCIDITI,535.00,30/08/2014
DCIDITI,535.00,31/08/2014
DCIDITI,535.00,01/09/2014
DCIDITI,534.00,02/09/2014
DCIDITI,534.00,03/09/2014
DCIDITI,533.00,04/09/2014
DCIDITI,533.00,05/09/2014
DCIDITI,534.00,06/09/2014
DCIDITI,534.00,07/09/2014
DCIDITI,534.00,08/09/2014
DCIDITI,538.00,09/09/2014
DCIDITI,543.00,10/09/2014
DCIDITI,543.00,11/09/2014
DCIDITI,552.00,12/09/2014
DCIDITI,565.00,13/09/2014
DCIDITI,565.00,14/09/2014
DCIDITI,565.00,15/09/2014
DCIDITI,582.00,16/09/2014
DCIDITI,586.00,17/09/2014
DCIDITI,582.00,18/09/2014
DCIDITI,585.00,19/09/2014
DCIDITI,586.00,20/09/2014
DCIDITI,586.00,21/09/2014
DCIDITI,586.00,22/09/2014
DCIDITI,610.00,23/09/2014
DCIDITI,609.00,24/09/2014
DCIDITI,609.00,25/09/2014
DCIDITI,606.00,26/09/2014
DCIDITI,604.00,27/09/2014
DCIDITI,604.00,28/09/2014
DCIDITI,604.00,29/09/2014
DCIDITI,612.00,30/09/2014
DCIDITI,610.00,01/10/2014
DCIDITI,612.00,02/10/2014
DCIDITI,614.00,03/10/2014
DCIDITI,609.00,04/10/2014
DCIDITI,609.00,05/10/2014
DCIDITI,609.00,06/10/2014
DCIDITI,619.00,07/10/2014
DCIDITI,619.00,08/10/2014
DCIDITI,620.00,09/10/2014
DCIDITI,621.00,10/10/2014
DCIDITI,616.00,11/10/2014
DCIDITI,616.00,12/10/2014
DCIDITI,616.00,13/10/2014
DCIDITI,616.00,14/10/2014
DCIDITI,618.00,15/10/2014
DCIDITI,625.00,16/10/2014
DCIDITI,617.00,17/10/2014
DCIDITI,617.00,18/10/2014
DCIDITI,617.00,19/10/2014
DCIDITI,617.00,20/10/2014
DCIDITI,616.00,21/10/2014
DCIDITI,617.00,22/10/2014
DCIDITI,615.00,23/10/2014
DCIDITI,614.00,24/10/2014
DCIDITI,622.00,25/10/2014
DCIDITI,622.00,26/10/2014
DCIDITI,622.00,27/10/2014
DCIDITI,672.00,28/10/2014
DCIDITI,665.00,29/10/2014
DCIDITI,658.00,30/10/2014
DCIDITI,666.00,31/10/2014
DCIDITI,660.00,01/11/2014
DCIDITI,660.00,02/11/2014
DCIDITI,660.00,03/11/2014
DCIDITI,659.00,04/11/2014
DCIDITI,664.00,05/11/2014
DCIDITI,672.00,06/11/2014
DCIDITI,670.00,07/11/2014
DCIDITI,670.00,08/11/2014
DCIDITI,670.00,09/11/2014
DCIDITI,670.00,10/11/2014
DCIDITI,660.00,11/11/2014
DCIDITI,660.00,12/11/2014
DCIDITI,664.00,13/11/2014
DCIDITI,652.00,14/11/2014
DCIDITI,656.00,15/11/2014
DCIDITI,656.00,16/11/2014
DCIDITI,656.00,17/11/2014
DCIDITI,656.00,18/11/2014
DCIDITI,659.00,19/11/2014
DCIDITI,661.00,20/11/2014
DCIDITI,662.00,21/11/2014
DCIDITI,653.00,22/11/2014
DCIDITI,653.00,23/11/2014
DCIDITI,653.00,24/11/2014
DCIDITI,653.00,25/11/2014
DCIDITI,642.00,26/11/2014
DCIDITI,637.00,27/11/2014
DCIDITI,632.00,28/11/2014
DCIDITI,638.00,29/11/2014
DCIDITI,638.00,30/11/2014
DCIDITI,638.00,01/12/2014
DCIDITI,636.00,02/12/2014
DCIDITI,636.00,03/12/2014
DCIDITI,636.00,04/12/2014
DCIDITI,631.00,05/12/2014
DCIDITI,640.00,06/12/2014
DCIDITI,640.00,07/12/2014
DCIDITI,640.00,08/12/2014
DCIDITI,640.00,09/12/2014
DCIDITI,643.00,10/12/2014
DCIDITI,645.00,11/12/2014
DCIDITI,654.00,12/12/2014
DCIDITI,649.00,13/12/2014
DCIDITI,649.00,14/12/2014
DCIDITI,649.00,15/12/2014
DCIDITI,651.00,16/12/2014
DCIDITI,661.00,17/12/2014
DCIDITI,687.00,18/12/2014
DCIDITI,687.00,19/12/2014
DCIDITI,685.00,20/12/2014
DCIDITI,685.00,21/12/2014
DCIDITI,685.00,22/12/2014
DCIDITI,673.00,23/12/2014
DCIDITI,671.00,24/12/2014
DCIDITI,671.00,25/12/2014
DCIDITI,671.00,26/12/2014
DCIDITI,671.00,27/12/2014
DCIDITI,671.00,28/12/2014
DCIDITI,671.00,29/12/2014
DCIDITI,672.00,30/12/2014
DCIDITI,669.00,31/12/2014
DCIELEV,0.00,01/01/2013
DCIELEV,0.00,02/01/2013
DCIELEV,0.00,03/01/2013
DCIELEV,0.00,04/01/2013
DCIELEV,0.00,05/01/2013
DCIELEV,0.00,06/01/2013
DCIELEV,0.00,07/01/2013
DCIELEV,0.00,08/01/2013
DCIELEV,0.00,09/01/2013
DCIELEV,0.00,10/01/2013
DCIELEV,0.00,11/01/2013
DCIELEV,0.00,12/01/2013
DCIELEV,0.00,13/01/2013
DCIELEV,0.00,14/01/2013
DCIELEV,0.00,15/01/2013
DCIELEV,0.00,16/01/2013
DCIELEV,0.00,17/01/2013
DCIELEV,0.00,18/01/2013
DCIELEV,0.00,19/01/2013
DCIELEV,0.00,20/01/2013
DCIELEV,0.00,21/01/2013
DCIELEV,0.00,22/01/2013
DCIELEV,0.00,23/01/2013
DCIELEV,0.00,24/01/2013
DCIELEV,0.00,25/01/2013
DCIELEV,0.00,26/01/2013
DCIELEV,0.00,27/01/2013
DCIELEV,0.00,28/01/2013
DCIELEV,0.00,29/01/2013
DCIELEV,0.00,30/01/2013
DCIELEV,0.00,31/01/2013
DCIELEV,0.00,01/02/2013
DCIELEV,0.00,02/02/2013
DCIELEV,0.00,03/02/2013
DCIELEV,0.00,04/02/2013
DCIELEV,0.00,05/02/2013
DCIELEV,0.00,06/02/2013
DCIELEV,0.00,07/02/2013
DCIELEV,0.00,08/02/2013
DCIELEV,0.00,09/02/2013
DCIELEV,0.00,10/02/2013
DCIELEV,0.00,11/02/2013
DCIELEV,0.00,12/02/2013
DCIELEV,0.00,13/02/2013
DCIELEV,0.00,14/02/2013
DCIELEV,0.00,15/02/2013
DCIELEV,0.00,16/02/2013
DCIELEV,0.00,17/02/2013
DCIELEV,0.00,18/02/2013
DCIELEV,0.00,19/02/2013
DCIELEV,0.00,20/02/2013
DCIELEV,0.00,21/02/2013
DCIELEV,0.00,22/02/2013
DCIELEV,0.00,23/02/2013
DCIELEV,0.00,24/02/2013
DCIELEV,0.00,25/02/2013
DCIELEV,0.00,26/02/2013
DCIELEV,0.00,27/02/2013
DCIELEV,0.00,28/02/2013
DCIELEV,0.00,01/03/2013
DCIELEV,0.00,02/03/2013
DCIELEV,0.00,03/03/2013
DCIELEV,0.00,04/03/2013
DCIELEV,0.00,05/03/2013
DCIELEV,0.00,06/03/2013
DCIELEV,0.00,07/03/2013
DCIELEV,0.00,08/03/2013
DCIELEV,0.00,09/03/2013
DCIELEV,0.00,10/03/2013
DCIELEV,0.00,11/03/2013
DCIELEV,0.00,12/03/2013
DCIELEV,0.00,13/03/2013
DCIELEV,0.00,14/03/2013
DCIELEV,0.00,15/03/2013
DCIELEV,0.00,16/03/2013
DCIELEV,0.00,17/03/2013
DCIELEV,0.00,18/03/2013
DCIELEV,0.00,19/03/2013
DCIELEV,0.00,20/03/2013
DCIELEV,0.00,21/03/2013
DCIELEV,0.00,22/03/2013
DCIELEV,0.00,23/03/2013
DCIELEV,0.00,24/03/2013
DCIELEV,0.00,25/03/2013
DCIELEV,0.00,26/03/2013
DCIELEV,0.00,27/03/2013
DCIELEV,0.00,28/03/2013
DCIELEV,0.00,29/03/2013
DCIELEV,0.00,30/03/2013
DCIELEV,0.00,31/03/2013
DCIELEV,0.00,01/04/2013
DCIELEV,0.00,02/04/2013
DCIELEV,0.00,03/04/2013
DCIELEV,0.00,04/04/2013
DCIELEV,0.00,05/04/2013
DCIELEV,0.00,06/04/2013
DCIELEV,0.00,07/04/2013
DCIELEV,0.00,08/04/2013
DCIELEV,0.00,09/04/2013
DCIELEV,0.00,10/04/2013
DCIELEV,0.00,11/04/2013
DCIELEV,0.00,12/04/2013
DCIELEV,0.00,13/04/2013
DCIELEV,0.00,14/04/2013
DCIELEV,0.00,15/04/2013
DCIELEV,0.00,16/04/2013
DCIELEV,0.00,17/04/2013
DCIELEV,0.00,18/04/2013
DCIELEV,0.00,19/04/2013
DCIELEV,0.00,20/04/2013
DCIELEV,0.00,21/04/2013
DCIELEV,0.00,22/04/2013
DCIELEV,0.00,23/04/2013
DCIELEV,0.00,24/04/2013
DCIELEV,1.00,25/04/2013
DCIELEV,1.00,26/04/2013
DCIELEV,0.00,27/04/2013
DCIELEV,0.00,28/04/2013
DCIELEV,0.00,29/04/2013
DCIELEV,0.00,30/04/2013
DCIELEV,0.00,01/05/2013
DCIELEV,0.00,02/05/2013
DCIELEV,0.00,03/05/2013
DCIELEV,0.00,04/05/2013
DCIELEV,0.00,05/05/2013
DCIELEV,0.00,06/05/2013
DCIELEV,0.00,07/05/2013
DCIELEV,0.00,08/05/2013
DCIELEV,0.00,09/05/2013
DCIELEV,0.00,10/05/2013
DCIELEV,0.00,11/05/2013
DCIELEV,0.00,12/05/2013
DCIELEV,0.00,13/05/2013
DCIELEV,1.00,14/05/2013
DCIELEV,2.00,15/05/2013
DCIELEV,2.00,16/05/2013
DCIELEV,2.00,17/05/2013
DCIELEV,3.00,18/05/2013
DCIELEV,3.00,19/05/2013
DCIELEV,3.00,20/05/2013
DCIELEV,3.00,21/05/2013
DCIELEV,3.00,22/05/2013
DCIELEV,3.00,23/05/2013
DCIELEV,3.00,24/05/2013
DCIELEV,3.00,25/05/2013
DCIELEV,3.00,26/05/2013
DCIELEV,3.00,27/05/2013
DCIELEV,3.00,28/05/2013
DCIELEV,3.00,29/05/2013
DCIELEV,3.00,30/05/2013
DCIELEV,3.00,31/05/2013
DCIELEV,7.00,01/06/2013
DCIELEV,7.00,02/06/2013
DCIELEV,7.00,03/06/2013
DCIELEV,12.00,04/06/2013
DCIELEV,15.00,05/06/2013
DCIELEV,18.00,06/06/2013
DCIELEV,21.00,07/06/2013
DCIELEV,25.00,08/06/2013
DCIELEV,25.00,09/06/2013
DCIELEV,25.00,10/06/2013
DCIELEV,26.00,11/06/2013
DCIELEV,30.00,12/06/2013
DCIELEV,34.00,13/06/2013
DCIELEV,33.00,14/06/2013
DCIELEV,32.00,15/06/2013
DCIELEV,32.00,16/06/2013
DCIELEV,32.00,17/06/2013
DCIELEV,38.00,18/06/2013
DCIELEV,38.00,19/06/2013
DCIELEV,38.00,20/06/2013
DCIELEV,38.00,21/06/2013
DCIELEV,38.00,22/06/2013
DCIELEV,38.00,23/06/2013
DCIELEV,38.00,24/06/2013
DCIELEV,37.00,25/06/2013
DCIELEV,38.00,26/06/2013
DCIELEV,38.00,27/06/2013
DCIELEV,41.00,28/06/2013
DCIELEV,45.00,29/06/2013
DCIELEV,45.00,30/06/2013
DCIELEV,45.00,01/07/2013
DCIELEV,48.00,02/07/2013
DCIELEV,49.00,03/07/2013
DCIELEV,51.00,04/07/2013
DCIELEV,51.00,05/07/2013
DCIELEV,54.00,06/07/2013
DCIELEV,54.00,07/07/2013
DCIELEV,54.00,08/07/2013
DCIELEV,53.00,09/07/2013
DCIELEV,53.00,10/07/2013
DCIELEV,64.00,11/07/2013
DCIELEV,75.00,12/07/2013
DCIELEV,72.00,13/07/2013
DCIELEV,72.00,14/07/2013
DCIELEV,72.00,15/07/2013
DCIELEV,72.00,16/07/2013
DCIELEV,77.00,17/07/2013
DCIELEV,86.00,18/07/2013
DCIELEV,90.00,19/07/2013
DCIELEV,97.00,20/07/2013
DCIELEV,97.00,21/07/2013
DCIELEV,97.00,22/07/2013
DCIELEV,98.00,23/07/2013
DCIELEV,100.00,24/07/2013
DCIELEV,102.00,25/07/2013
DCIELEV,104.00,26/07/2013
DCIELEV,109.00,27/07/2013
DCIELEV,109.00,28/07/2013
DCIELEV,109.00,29/07/2013
DCIELEV,112.00,30/07/2013
DCIELEV,117.00,31/07/2013
DCIELEV,125.00,01/08/2013
DCIELEV,128.00,02/08/2013
DCIELEV,101.00,03/08/2013
DCIELEV,101.00,04/08/2013
DCIELEV,101.00,05/08/2013
DCIELEV,105.00,06/08/2013
DCIELEV,115.00,07/08/2013
DCIELEV,131.00,08/08/2013
DCIELEV,145.00,09/08/2013
DCIELEV,138.00,10/08/2013
DCIELEV,138.00,11/08/2013
DCIELEV,138.00,12/08/2013
DCIELEV,141.00,13/08/2013
DCIELEV,147.00,14/08/2013
DCIELEV,148.00,15/08/2013
DCIELEV,150.00,16/08/2013
DCIELEV,135.00,17/08/2013
DCIELEV,135.00,18/08/2013
DCIELEV,135.00,19/08/2013
DCIELEV,135.00,20/08/2013
DCIELEV,142.00,21/08/2013
DCIELEV,148.00,22/08/2013
DCIELEV,148.00,23/08/2013
DCIELEV,163.00,24/08/2013
DCIELEV,163.00,25/08/2013
DCIELEV,163.00,26/08/2013
DCIELEV,161.00,27/08/2013
DCIELEV,162.00,28/08/2013
DCIELEV,151.00,29/08/2013
DCIELEV,155.00,30/08/2013
DCIELEV,157.00,31/08/2013
DCIELEV,157.00,01/09/2013
DCIELEV,157.00,02/09/2013
DCIELEV,156.00,03/09/2013
DCIELEV,156.00,04/09/2013
DCIELEV,163.00,05/09/2013
DCIELEV,168.00,06/09/2013
DCIELEV,169.00,07/09/2013
DCIELEV,169.00,08/09/2013
DCIELEV,169.00,09/09/2013
DCIELEV,179.00,10/09/2013
DCIELEV,198.00,11/09/2013
DCIELEV,201.00,12/09/2013
DCIELEV,189.00,13/09/2013
DCIELEV,203.00,14/09/2013
DCIELEV,203.00,15/09/2013
DCIELEV,203.00,16/09/2013
DCIELEV,191.00,17/09/2013
DCIELEV,176.00,18/09/2013
DCIELEV,175.00,19/09/2013
DCIELEV,183.00,20/09/2013
DCIELEV,207.00,21/09/2013
DCIELEV,207.00,22/09/2013
DCIELEV,207.00,23/09/2013
DCIELEV,207.00,24/09/2013
DCIELEV,213.00,25/09/2013
DCIELEV,215.00,26/09/2013
DCIELEV,220.00,27/09/2013
DCIELEV,212.00,28/09/2013
DCIELEV,212.00,29/09/2013
DCIELEV,212.00,30/09/2013
DCIELEV,229.00,01/10/2013
DCIELEV,233.00,02/10/2013
DCIELEV,235.00,03/10/2013
DCIELEV,233.00,04/10/2013
DCIELEV,244.00,05/10/2013
DCIELEV,244.00,06/10/2013
DCIELEV,244.00,07/10/2013
DCIELEV,252.00,08/10/2013
DCIELEV,213.00,09/10/2013
DCIELEV,218.00,10/10/2013
DCIELEV,222.00,11/10/2013
DCIELEV,227.00,12/10/2013
DCIELEV,227.00,13/10/2013
DCIELEV,227.00,14/10/2013
DCIELEV,227.00,15/10/2013
DCIELEV,216.00,16/10/2013
DCIELEV,206.00,17/10/2013
DCIELEV,207.00,18/10/2013
DCIELEV,208.00,19/10/2013
DCIELEV,208.00,20/10/2013
DCIELEV,208.00,21/10/2013
DCIELEV,207.00,22/10/2013
DCIELEV,228.00,23/10/2013
DCIELEV,260.00,24/10/2013
DCIELEV,267.00,25/10/2013
DCIELEV,265.00,26/10/2013
DCIELEV,265.00,27/10/2013
DCIELEV,265.00,28/10/2013
DCIELEV,289.00,29/10/2013
DCIELEV,311.00,30/10/2013
DCIELEV,296.00,31/10/2013
DCIELEV,299.00,01/11/2013
DCIELEV,366.00,02/11/2013
DCIELEV,366.00,03/11/2013
DCIELEV,366.00,04/11/2013
DCIELEV,367.00,05/11/2013
DCIELEV,348.00,06/11/2013
DCIELEV,347.00,07/11/2013
DCIELEV,372.00,08/11/2013
DCIELEV,363.00,09/11/2013
DCIELEV,363.00,10/11/2013
DCIELEV,363.00,11/11/2013
DCIELEV,388.00,12/11/2013
DCIELEV,412.00,13/11/2013
DCIELEV,409.00,14/11/2013
DCIELEV,416.00,15/11/2013
DCIELEV,393.00,16/11/2013
DCIELEV,393.00,17/11/2013
DCIELEV,393.00,18/11/2013
DCIELEV,408.00,19/11/2013
DCIELEV,423.00,20/11/2013
DCIELEV,415.00,21/11/2013
DCIELEV,409.00,22/11/2013
DCIELEV,397.00,23/11/2013
DCIELEV,397.00,24/11/2013
DCIELEV,397.00,25/11/2013
DCIELEV,397.00,26/11/2013
DCIELEV,475.00,27/11/2013
DCIELEV,466.00,28/11/2013
DCIELEV,476.00,29/11/2013
DCIELEV,465.00,30/11/2013
DCIELEV,465.00,01/12/2013
DCIELEV,465.00,02/12/2013
DCIELEV,461.00,03/12/2013
DCIELEV,461.00,04/12/2013
DCIELEV,481.00,05/12/2013
DCIELEV,460.00,06/12/2013
DCIELEV,456.00,07/12/2013
DCIELEV,456.00,08/12/2013
DCIELEV,456.00,09/12/2013
DCIELEV,497.00,10/12/2013
